Arquivo,Tela,ID,Nome,Descrição,Pré-condições,Resultado na tela,Como testar
10-MINHA-LISTA.md,"área **Minha Lista** do site (menu do usuário, menu “Mais” ou atalhos equivalentes), exclusiva para quem entrou na conta.",RN-LISTA-063,Dicas de catálogo CR,Texto auxiliar por linha.,Item na fila.,"Resumo de episódios no ar, dublados PT-BR e fronteira sub/dub quando existir.",Ler hint sob um anime.
10-MINHA-LISTA.md,"área **Minha Lista** do site (menu do usuário, menu “Mais” ou atalhos equivalentes), exclusiva para quem entrou na conta.",RN-LISTA-064,Trilha de áudio,Informação de legenda vs dublagem.,Item com metadados.,Linha com temporada/ep e “Trilha PT-BR” ou “Leg/sub”.,Comparar anime dub vs sub.
10-MINHA-LISTA.md,"área **Minha Lista** do site (menu do usuário, menu “Mais” ou atalhos equivalentes), exclusiva para quem entrou na conta.",RN-LISTA-065,Abrir detalhe,Clique na linha.,Anime ligado ao catálogo Orbe.,Abre modal de detalhe do anime.,Clicar linha com anime resolvido.
10-MINHA-LISTA.md,"área **Minha Lista** do site (menu do usuário, menu “Mais” ou atalhos equivalentes), exclusiva para quem entrou na conta.",RN-LISTA-066,Ajuda extensão,Orientação na página.,Página fila.,Link para watchlist Crunchyroll e nota sobre filtro de dublagem PT-BR no popup da extensão.,Ler bloco de instruções.
10-MINHA-LISTA.md,"área **Minha Lista** do site (menu do usuário, menu “Mais” ou atalhos equivalentes), exclusiva para quem entrou na conta.",RN-LISTA-070,Login para interagir,"Favoritar, listas, etc.",Anônimo em tela que mostra cards (ex. após bug).,Toast pedindo login; ação não conclui.,Deslogar e tentar favoritar na lista.
10-MINHA-LISTA.md,"área **Minha Lista** do site (menu do usuário, menu “Mais” ou atalhos equivalentes), exclusiva para quem entrou na conta.",RN-LISTA-071,Significado dos status,Menu do card.,Logado.,"Favorito, quero assistir, acompanhando; “não me interessa” oculta da lista principal.",Aplicar cada status.
10-MINHA-LISTA.md,"área **Minha Lista** do site (menu do usuário, menu “Mais” ou atalhos equivalentes), exclusiva para quem entrou na conta.",RN-LISTA-072,Acompanhando só anime/série,Opção no menu.,Card de filme vs anime.,“Acompanhando” oferecido para anime e série; não para filme/jogo da mesma forma.,Abrir menu em filme e anime.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-001,Só abre com mídia válida,O modal de detalhe exige tipo e obra reconhecidos.,Clique em card de mídia suportada.,Overlay e conteúdo aparecem; tipos não suportados não abrem modal.,"Abrir filme, série, anime e jogo a partir de cards."
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-002,Fechar ao mudar de página,Se o usuário vai para outra página do site com o modal aberto.,Modal aberto; clicar link do menu ou digitar outra URL interna.,Modal fecha; a nova página carrega normalmente (sem “voltar” extra inesperado).,"Com modal aberto, ir para Filmes pelo header."
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-003,Detalhes ao abrir,"Ao abrir, a tela busca informações completas da obra.",Abrir modal pela primeira vez para um título.,"Breve loading; depois sinopse, elenco, links etc. mais completos que no card.",Abrir modal e comparar dados com o card.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-004,Falha ao buscar detalhes,Se a busca de detalhes falhar.,Rede instável ou título problemático.,Modal ainda mostra o que já vinha do card; raramente tela de erro se não houver nenhum dado.,Simular offline após abrir modal.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-005,Botão voltar do navegador,O modal participa do histórico do navegador.,Modal aberto em desktop/mobile.,"Fechar pelo X, clique fora ou Esc pode voltar uma entrada no histórico; botão “voltar” do browser fecha o modal.",Abrir modal → botão voltar do navegador.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-006,Rolagem da página de fundo,Enquanto o modal está aberto.,Modal visível.,"A página atrás não rola (scroll bloqueado); ao fechar, rolagem normal volta.",Tentar rolar a listagem com modal aberto.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-007,Clique fora fecha,Clicar na área escura fora do card.,Modal aberto.,Modal fecha.,Clicar no backdrop.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-008,Tecla Esc fecha,Teclado com foco na página.,Modal aberto (desktop).,Esc fecha o modal.,Pressionar Esc.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-009,Premiações no topo,Obra com prêmios cadastrados.,Filme/série/etc. com lista de premiações.,Bloco de prêmios acima do restante do conteúdo.,Abrir título premiado conhecido.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-010,Modo edição (administrador),Conta com perfil administrador.,Usuário admin; modal aberto.,Botão de editar visível; alterna para formulários de curadoria; visitante/usuário comum não vê editar.,Logar como admin vs usuário normal.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-011,Conteúdo por tipo,Cada tipo de mídia tem layout próprio.,Abrir os quatro tipos.,"Filme, série, anime e jogo mostram blocos adequados (streaming, temporadas, plataformas, etc.).",Quatro modais distintos.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-012,Carregando detalhes,Entre abrir e receber dados completos.,Rede lenta.,Indicador de carregamento com mensagem fixa.,Throttle ao abrir modal.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-013,Busca fecha ao abrir detalhe,Busca global aberta; usuário abre um card.,Overlay de busca visível.,Busca fecha; modal de detalhe fica por cima.,Buscar título → clicar resultado.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-020,Exige login,Adicionar ao calendário pessoal.,Usuário **não** logado.,Mensagem de erro (toast); submodal de calendário fecha.,Anônimo → tentar adicionar evento.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-021,Opções por tipo,"Tipos de evento variam conforme filme, anime, série ou jogo.",Logado; modal de cada tipo.,"Filme: estreia e/ou sessão de cinema (data, hora, local). Anime: estreia e/ou lembretes semanais. Série e jogo: estreia única.",Percorrer fluxo calendário em filme e anime.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-022,Lembretes semanais (anime/série),Opção recorrente para anime ou série.,Logado; escolher recorrência semanal.,"Vários eventos espaçados (~7 dias), conforme quantidade de episódios informada ou padrão (~12).",Criar série de lembretes e conferir quantidade.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-023,Estreia sem data,Evento de lançamento sem data conhecida.,Obra sem data de estreia.,Aviso; nada é salvo; modal fecha.,Título sem data → “lançamento”.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-024,Ingresso de cinema,Evento tipo sessão/ingresso.,Filme com formulário de cinema preenchido.,"Evento com data, hora e local informados.",Preencher e salvar sessão.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-025,Confirmação de salvamento,Eventos válidos enviados.,Logado; dados completos.,Toast de sucesso ou erro após tentativa de salvar.,Salvar evento válido e inválido.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-026,Botão calendário em filme futuro,Botão “Adicionar ao Calendário” no filme.,Filme com estreia **futura** vs já lançado.,Botão visível só enquanto a estreia ainda não passou.,Filme futuro vs lançado.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-030,Abrir pelo card,"Atalho no card, não pelo menu genérico de lista.",Card de mídia já lançada.,Abre modal de avaliação; desabilitado se a obra ainda não lançou.,Título futuro vs lançado → botão “Já assisti/joguei”.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-031,Marca como assistido/jogado,Após enviar avaliação.,Logado; modal de rating aberto.,Status passa a “assistido” (inclusive para jogos).,Avaliar jogo e conferir status na lista.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-032,Campos da avaliação,Usuário escolhe sentimento e comentário opcional.,Modal aberto.,Opções do tipo gostei / amei / não gostei; campo de texto opcional.,Enviar com e sem comentário.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-033,Login obrigatório,Tentativa sem sessão.,Não logado.,Toast de aviso; modal fecha sem salvar.,Anônimo → avaliar.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-040,Título e pôster,Exibição prioriza textos e imagens curados quando existirem.,Filme com título/pôster alternativos no catálogo.,Título e arte coerentes com curadoria do site.,Comparar com listagem.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-041,Onde assistir,Provedores de streaming e cinema.,Filme com e sem provedores.,"Lista de serviços (sem duplicatas óbvias); se nada conhecido, texto “Desconhecido”.",Filme só cinema vs só streaming.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-042,Ingresso,Compra ou sessões de cinema.,"Filme em cartaz, pré-venda ou com sessões.",Botão de ingresso conforme disponibilidade; compra habilitada só quando há sessões confirmadas.,Filme em cartaz com/sem sessões.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-043,Trailer,Vídeos disponíveis para o filme.,Filme com trailer oficial e alternativos.,Prioriza trailer oficial; senão primeiro trailer; senão outro vídeo.,Abrir filme com vários vídeos.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-044,Elenco → página da pessoa,Clique em ator/equipe.,Elenco listado.,"Vai para página da pessoa; modal de filme fecha; ao voltar, fluxo de retorno pode reabrir o filme (quando aplicável).",Clicar nome no elenco → voltar.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-045,Continuações no filme,Abas extras no modal.,Filme com sequências ou universo.,Aba “Continuação” e/ou “Universo” com obras relacionadas.,Filme de franquia conhecida.
08-MODAIS.md,"sobreposição (modal) de detalhes de uma mídia — filme, série, anime ou jogo — aberta a partir de cards em listagens, busca, home, Hoje, prêmios, etc.",RN-MODAL-050,Onde assistir,Mescla fontes de plataforma de streaming.,Série com vários provedores.,Lista deduplicada de serviços.,Inspecionar bloco streaming.
