Pacote,Camada_Testagem,ID_Regra,Nome_Regra,Arquivo_Inventario,Tela_Resumo,ID_Cenario,Titulo_Cenario,Objetivo,Tipo_Testagem,Pre_condicoes_TestE,Passos,Resultado_Esperado,Dados_Conta_Ambiente,Impedimentos_Conhecidos,Status_Elaboracao,QA_Autor,Data_Elaboracao,TL_Auditoria,TL_Comentario,TL_Data,Exploratorio_Validado
camadas-v1,Negativo,RN-JOGOS-022,Promoções Steam (dados),05-JOGOS.md,Jogos,CT-RN-JOGOS-022-N,Negativo: Promoções Steam (dados) — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-JOGOS-022, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Jogos com desconto alto na Steam.,"1. Abrir o site e navegar até **Jogos**.
2. Montar pré-condição **oposta** à do caminho feliz: Jogos com desconto alto na Steam..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-022,Promoções Steam (dados),05-JOGOS.md,Jogos,CT-RN-JOGOS-022-E,Exploratório: Promoções Steam (dados) — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-022 após o caminho feliz.,Exploratório guiado,Jogos com desconto alto na Steam.,"**Charter (15 min)** — área: **Jogos** · regra: Promoções Steam (dados).
**Contexto:** Descontos Steam fortes entram no pacote de dados de Em Alta; **não** há seção separada dedicada na UI atual (ofertas Steam aparecem principalmente na aba Promoções).
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-023,Por plataforma,05-JOGOS.md,Jogos,CT-RN-JOGOS-023-F,Feliz: Por plataforma,Caminho principal que confirma a regra RN-JOGOS-023 (Por plataforma).,Funcional manual,Jogos multiplataforma.,"1. Abrir o site e navegar até **Jogos**.
2. Ler seções por plataforma.
3. Confirmar na tela o **resultado feliz** descrito na regra.","Switch só no bloco Nintendo, etc.",Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-023,Por plataforma,05-JOGOS.md,Jogos,CT-RN-JOGOS-023-N,Negativo: Por plataforma — degradação sem quebra,"Verificar que, sem a condição da regra RN-JOGOS-023, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Jogos multiplataforma.,"1. Abrir o site e navegar até **Jogos** com catálogo/API indisponível ou vazio (conforme pré-condição).
2. Aguardar carregamento e interagir com a área afetada.
3. Confirmar estado vazio, mensagem amigável ou retry — sem tela branca.","Switch só no bloco Nintendo, etc.",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-023,Por plataforma,05-JOGOS.md,Jogos,CT-RN-JOGOS-023-E,Exploratório: Por plataforma — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-023 após o caminho feliz.,Exploratório guiado,Jogos multiplataforma.,"**Charter (15 min)** — área: **Jogos** · regra: Por plataforma.
**Contexto:** Blocos PC → Xbox → PlayStation → Nintendo; até **8** jogos por bloco; bloco vazio mostra mensagem amigável.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-024,Por modo de jogo,05-JOGOS.md,Jogos,CT-RN-JOGOS-024-F,Feliz: Por modo de jogo,Caminho principal que confirma a regra RN-JOGOS-024 (Por modo de jogo).,Funcional manual,Jogos co-op.,"1. Abrir o site e navegar até **Jogos**.
2. Achar jogo co-op conhecido.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Título listado em **Cooperativo** quando aplicável.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-024,Por modo de jogo,05-JOGOS.md,Jogos,CT-RN-JOGOS-024-N,Negativo: Por modo de jogo — degradação sem quebra,"Verificar que, sem a condição da regra RN-JOGOS-024, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Jogos co-op.,"1. Abrir o site e navegar até **Jogos** com catálogo/API indisponível ou vazio (conforme pré-condição).
2. Aguardar carregamento e interagir com a área afetada.
3. Confirmar estado vazio, mensagem amigável ou retry — sem tela branca.",Título listado em **Cooperativo** quando aplicável.,Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-024,Por modo de jogo,05-JOGOS.md,Jogos,CT-RN-JOGOS-024-E,Exploratório: Por modo de jogo — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-024 após o caminho feliz.,Exploratório guiado,Jogos co-op.,"**Charter (15 min)** — área: **Jogos** · regra: Por modo de jogo.
**Contexto:** Multijogador, cooperativo, um jogador — até 8 jogos; bloco vazio com texto explicativo.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-025,Por categoria (gênero),05-JOGOS.md,Jogos,CT-RN-JOGOS-025-F,Feliz: Por categoria (gênero),Caminho principal que confirma a regra RN-JOGOS-025 (Por categoria (gênero)).,Funcional manual,Gênero com 1 só jogo.,"1. Abrir o site e navegar até **Jogos**.
2. Contar seções de gênero.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Gênero singleton **não** vira seção.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-025,Por categoria (gênero),05-JOGOS.md,Jogos,CT-RN-JOGOS-025-N,Negativo: Por categoria (gênero) — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-JOGOS-025, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Gênero com 1 só jogo.,"1. Abrir o site e navegar até **Jogos**.
2. Montar pré-condição **oposta** à do caminho feliz: Gênero com 1 só jogo..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-025,Por categoria (gênero),05-JOGOS.md,Jogos,CT-RN-JOGOS-025-E,Exploratório: Por categoria (gênero) — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-025 após o caminho feliz.,Exploratório guiado,Gênero com 1 só jogo.,"**Charter (15 min)** — área: **Jogos** · regra: Por categoria (gênero).
**Contexto:** Até **6** gêneros com **pelo menos 2** jogos; até 8 jogos por gênero.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-026,Semana e métrica (modo completo),05-JOGOS.md,Jogos,CT-RN-JOGOS-026-F,Feliz: Semana e métrica (modo completo),Caminho principal que confirma a regra RN-JOGOS-026 (Semana e métrica (modo completo)).,Funcional manual,Abrir Em Alta em contexto que mostra cabeçalho longo (se existir rota dedicada futura).,"1. Abrir o site e navegar até **Jogos**.
2. Abrir `/promocoes?tab=em-alta`.
3. Confirmar na tela o **resultado feliz** descrito na regra.","Na aba Promoções (**compact**), semana/métrica longa **oculta**; banner de promoções visível.",Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-026,Semana e métrica (modo completo),05-JOGOS.md,Jogos,CT-RN-JOGOS-026-N,Negativo: Semana e métrica (modo completo) — título que deve ficar de fora,"Verificar que, sem a condição da regra RN-JOGOS-026, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Abrir Em Alta em contexto que mostra cabeçalho longo (se existir rota dedicada futura).,"1. Abrir o site e navegar até **Jogos**.
2. Localizar ou preparar título/dado que **não** atende aos critérios da regra.
3. Buscar o título na listagem/carrossel/seção.
4. Confirmar ausência ou não destaque conforme a regra.",Item marginal **não** exibido (ou não destacado) como no caminho feliz.,Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-026,Semana e métrica (modo completo),05-JOGOS.md,Jogos,CT-RN-JOGOS-026-E,Exploratório: Semana e métrica (modo completo) — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-026 após o caminho feliz.,Exploratório guiado,Abrir Em Alta em contexto que mostra cabeçalho longo (se existir rota dedicada futura).,"**Charter (15 min)** — área: **Jogos** · regra: Semana e métrica (modo completo).
**Contexto:** Fora do modo compacto da aba Promoções, texto indica semana corrente e fontes (Steam + IGDB ou só IGDB).
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-027,Modo compacto na aba Promoções,05-JOGOS.md,Jogos,CT-RN-JOGOS-027-F,Feliz: Modo compacto na aba Promoções,Caminho principal que confirma a regra RN-JOGOS-027 (Modo compacto na aba Promoções).,Funcional manual,Aba **Em Alta** em Promoções.,"1. Abrir o site e navegar até **Jogos**.
2. Abrir aba Em Alta.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Banner “Ofertas ao vivo…” + link **Ver promoções ao vivo**; grade compacta.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-027,Modo compacto na aba Promoções,05-JOGOS.md,Jogos,CT-RN-JOGOS-027-N,Negativo: Modo compacto na aba Promoções — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-JOGOS-027, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Aba **Em Alta** em Promoções.,"1. Abrir o site e navegar até **Jogos**.
2. Montar pré-condição **oposta** à do caminho feliz: Aba **Em Alta** em Promoções..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-027,Modo compacto na aba Promoções,05-JOGOS.md,Jogos,CT-RN-JOGOS-027-E,Exploratório: Modo compacto na aba Promoções — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-027 após o caminho feliz.,Exploratório guiado,Aba **Em Alta** em Promoções.,"**Charter (15 min)** — área: **Jogos** · regra: Modo compacto na aba Promoções.
**Contexto:** Dentro de Promoções, Em Alta usa layout resumido: skeleton de 6 cards, banner para **Promoções ao vivo**, sem bloco grande de semana/métrica.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
